timestamp,open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2021/10/22,314.8,326.9,305.8,310.2,80197.249,80197.249
2021/10/21,316.6,338,310.4,315,144828.406,144828.406
2021/10/20,303.6,317.6,296.4,316.6,84115.777,84115.777
2021/10/19,294.1,304.3,292.6,303.4,65804.57,65804.57
2021/10/18,304.5,308.3,289.7,294.2,65271.96,65271.96
2021/10/17,304.9,321.2,291.6,304.4,95845.841,95845.841
2021/10/16,301.5,319.9,299.5,304.7,92924.881,92924.881
2021/10/15,303.6,305.1,292.1,301.5,89407.892,89407.892
2021/10/14,297.4,320,293.2,303.7,124887.086,124887.086
2021/10/13,284,302.8,282,297.4,126532.221,126532.221
2021/10/12,290.5,290.6,270.8,284,94921.819,94921.819
2021/10/11,287.8,302,283,290.6,62940.683,62940.683
2021/10/10,307.4,307.9,286.7,287.9,55289.417,55289.417
2021/10/9,307.6,313.2,304,307.1,46230.589,46230.589
2021/10/8,305.8,324.9,303.2,307,104166.534,104166.534
2021/10/7,311.8,313.7,298.7,305.9,93383.702,93383.702
2021/10/6,307.6,318,284.4,311.8,154231.114,154231.114
2021/10/5,300.8,310,296.1,307.5,98805.702,98805.702
2021/10/4,310.5,311.3,290.7,300.7,118833.012,118833.012
2021/10/3,313.8,323.5,308.4,310.6,103424.993,103424.993
2021/10/2,302.6,323.7,297,313.8,116618.898,116618.898
2021/10/1,276.4,304.4,271.9,302.5,133316.66,133316.66
2021/9/30,265.1,281.5,263.7,276.3,74430.131,74430.131
2021/9/29,261,277.6,259.1,265.1,78559.274,78559.274
2021/9/28,273.2,277.7,259.7,260.9,103469.358,103469.358
2021/9/27,293.4,309.5,272.9,273.4,121832.497,121832.497
2021/9/26,274.3,300.6,252,293.3,199488.4361,199488.4361
2021/9/25,280.7,284.1,268,274.3,82396.758,82396.758
2021/9/24,308.9,311.9,262.1,280.8,180971.26,180971.26
2021/9/23,301.8,309.7,294,308.9,99137.571,99137.571
2021/9/22,271.5,303.7,266,301.9,165992.048,165992.048
2021/9/21,291.9,306.9,259.9,271.7,172544.3724,172544.3724
2021/9/20,340,341,287.7,291.9,217271.3922,217271.3922
2021/9/19,355.3,358,335,340,88851.515,88851.515
2021/9/18,353.9,369,346.8,355.1,103616.382,103616.382
2021/9/17,383.9,390,350.2,353.9,159639.023,159639.023
2021/9/16,414.5,414.9,370.6,384,238619.168,238619.168
2021/9/15,384.7,418,376.1,414.5,277562.717,277562.717
2021/9/14,331,390.7,327.6,384.7,292237.495,292237.495
2021/9/13,333.3,337.4,303.1,330.9,137457.19,137457.19
2021/9/12,328.6,348.7,321.6,333.3,112163.685,112163.685
2021/9/11,312.1,340.1,310.7,328.6,99820.369,99820.369
2021/9/10,330.6,340.2,304.3,312.2,155908.7312,155908.7312
2021/9/9,330.6,350.7,324.3,330.5,150482.957,150482.957
2021/9/8,346.7,353.2,311.8,330.5,239682.595,239682.595
2021/9/7,408.7,409.4,309.1,346.7,328526.7329,328526.7329
2021/9/6,416.9,425,395,408.7,143054.615,143054.615
2021/9/5,398,425.7,394.6,416.8,178856.8499,178856.8499
2021/9/4,395,406.7,390.6,397.8,89592.696,89592.696
2021/9/3,399.3,408,387.8,395,127761.849,127761.849
2021/9/2,413.2,415,398.8,399.4,103052.8514,103052.8514
2021/9/1,391.7,414.2,381.9,413.1,231975.5985,231975.5985
2021/8/31,357.9,398.2,350.5,391.7,216322.4396,216322.4396
2021/8/30,363.9,377,345.9,357.6,114782.011,114782.011
2021/8/29,367.1,377.5,355.5,364.1,83041.7566,83041.7566
2021/8/28,372.6,375.9,361.7,367.2,64113.912,64113.912
2021/8/27,350.5,375.4,343.8,372.8,113318.6367,113318.6367
2021/8/26,384.17,389.3,340.9,350.7,112812.2271,112812.2271
2021/8/25,377.98,386.12,363.5,384.16,103418.2501,103418.2501
2021/8/24,408.35,414.01,370,377.97,117344.3049,117344.3049
2021/8/23,400.98,415.49,399.13,408.35,130982.4044,130982.4044
2021/8/22,399.91,408.63,385.75,400.98,83066.0189,83066.0189
2021/8/21,409.27,415.84,393.25,399.91,137607.949,137607.949
2021/8/20,405.31,420.82,403.22,409.2,143871.086,143871.086
2021/8/19,380.25,405.4,370.49,405.4,148762.6376,148762.6376
2021/8/18,381.44,397.55,361.27,380.22,218560.9458,218560.9458
2021/8/17,412.59,448.44,380.52,381.46,263870.2827,263870.2827
2021/8/16,410.14,446.66,407.87,412.59,265650.0373,265650.0373
2021/8/15,414.39,416.11,391.24,410.27,124038.8121,124038.8121
2021/8/14,427.52,428.25,404.15,414.38,104107.1226,104107.1226
2021/8/13,392.27,428.28,387.87,427.5,145749.7885,145749.7885
2021/8/12,402.62,417.92,375.93,392.17,140282.8985,140282.8985
2021/8/11,383.99,420,382.6,402.42,202514.7059,202514.7059
2021/8/10,374.02,400,367.86,384.14,168365.7513,168365.7513
2021/8/9,360.82,384.86,347.36,374.01,141330.9613,141330.9613
2021/8/8,385.12,389.45,352,360.72,123004.407,123004.407
2021/8/7,369.76,400.02,365.1,385.07,201211.6316,201211.6316
2021/8/6,372.97,379.48,356.95,369.6,175602.3833,175602.3833
2021/8/5,339.01,383,336.87,372.78,381289.3282,381289.3282
2021/8/4,308.49,343,300.26,339.02,162734.4232,162734.4232
2021/8/3,320.32,324.04,301.97,308.74,113981.445,113981.445
2021/8/2,316.38,329.02,309.01,320.4,113543.7248,113543.7248
2021/8/1,331.11,339.59,313.51,316.38,152042.0804,152042.0804
2021/7/31,320.39,333,312.69,331.1,129435.4744,129435.4744
2021/7/30,312,323.85,300,320.49,178825.6618,178825.6618
2021/7/29,298.04,315.75,292.41,312,164845.9096,164845.9096
2021/7/28,299.98,309,292.02,297.92,188239.9438,188239.9438
2021/7/27,302.53,312.36,283.29,299.94,323347.1987,323347.1987
2021/7/26,287.89,335.52,285.66,302.43,462405.8675,462405.8675
2021/7/25,287.89,293.18,271.9,288.07,142260.1545,142260.1545
2021/7/24,289.99,299.05,280.85,287.67,176431.3628,176431.3628
2021/7/23,278.54,293,268,290,218991.407,218991.407
2021/7/22,259.45,280.33,256.67,278.66,225622.7276,225622.7276
2021/7/21,223.39,263.48,216.99,259.45,247998.9693,247998.9693
2021/7/20,238.45,242.41,212.54,223.03,191015.8602,191015.8602
2021/7/19,253.88,255.99,232.93,238.51,147774.6078,147774.6078
2021/7/18,253.14,267.96,250.69,253.68,107331.6064,107331.6064
2021/7/17,253.14,259.06,245.01,253.14,132529.3776,132529.3776
2021/7/16,272.28,279.79,252.2,253.13,159349.1979,159349.1979
2021/7/15,279.34,288.38,265.38,272.3,247936.7541,247936.7541
2021/7/14,271.23,285.59,251.85,279.29,300658.576,300658.576
2021/7/13,296.73,297.74,267.45,271.23,196443.9373,196443.9373
2021/7/12,305.1,321.95,291.18,296.73,249947.8467,249947.8467
2021/7/11,294.66,311,286.03,305.09,171310.8925,171310.8925
2021/7/10,303.07,311.87,288.21,294.7,181454.0335,181454.0335
2021/7/9,291.34,314.72,276,303,414420.679,414420.679
2021/7/8,314.76,315.68,275.96,291.36,541972.3649,541972.3649
2021/7/7,316.49,331.7,310.06,314.83,301732.4367,301732.4367
2021/7/6,308.1,347.53,308.06,316.49,680686.4398,680686.4398
2021/7/5,277,318.4,260.42,308.22,595969.2872,595969.2872
2021/7/4,259.41,289.9,248.03,277,287632.6323,287632.6323
2021/7/3,234.05,267.08,227.75,259.42,275045.4219,275045.4219
2021/7/2,230.18,234.96,215.62,234.12,183917.2291,183917.2291
2021/7/1,250.96,253.02,227.22,230.17,234518.7354,234518.7354
2021/6/30,238.03,252.58,219.71,251.08,273789.0701,273789.0701
2021/6/29,227.32,253.32,226.04,238.22,280295.6893,280295.6893
2021/6/28,202.93,233.22,200.62,227.37,261935.838,261935.838
2021/6/27,187.17,203.29,183.06,202.87,206406.7783,206406.7783
2021/6/26,186.76,193.37,176.32,187.29,163389.7262,163389.7262
2021/6/25,211.37,214.86,185.12,186.86,192411.9939,192411.9939
2021/6/24,207.53,218.38,193.08,211.28,223463.3788,223463.3788
2021/6/23,206.14,229.65,196.9,207.65,365959.3891,365959.3891
2021/6/22,212.69,224,170.1,206.12,572892.022,572892.022
2021/6/21,272.85,275.75,206,212.64,299648.8868,299648.8868
2021/6/20,254.68,277.24,242.07,272.67,148498.3831,148498.3831
2021/6/19,265.08,270.1,254.38,254.59,80174.9178,80174.9178
2021/6/18,293.25,293.77,252.74,265.11,146028.0676,146028.0676
2021/6/17,290.72,305.49,285.16,293.21,69912.576,69912.576
2021/6/16,311.69,313.98,287.35,290.71,95598.8535,95598.8535
2021/6/15,318.2,327.48,306.78,311.78,106084.0846,106084.0846
2021/6/14,316.3,336.49,308.57,318.19,180494.1762,180494.1762
2021/6/13,278.55,318.18,266.68,316.27,182230.2044,182230.2044
2021/6/12,285.53,289.37,265.68,278.49,136891.9389,136891.9389
2021/6/11,310.41,315.2,280.52,285.33,128679.1619,128679.1619
2021/6/10,338.99,339.99,303.84,310.29,118220.4712,118220.4712
2021/6/9,329.31,343.89,305.57,338.85,188262.9676,188262.9676
2021/6/8,334.51,339.21,296.37,329.3,213810.623,213810.623
2021/6/7,365.73,387.76,331.54,334.54,182850.3444,182850.3444
2021/6/6,356.24,368.46,354.49,365.48,68754.6635,68754.6635
2021/6/5,373.11,391.7,347.03,356.22,178930.1369,178930.1369
2021/6/4,398.19,398.86,346.42,373.11,229261.9947,229261.9947
2021/6/3,384.23,409.38,376.16,398.36,177686.9452,177686.9452
2021/6/2,372.85,402.3,361.51,384.24,208923.1678,208923.1678
2021/6/1,382.4,393.56,360.7,373.13,311375.3466,311375.3466
2021/5/31,324.38,385.41,304.36,382.44,338881.0828,338881.0828
2021/5/30,297.87,339.3,281.43,324.38,188588.2838,188588.2838
2021/5/29,320.21,335.81,280.3,298.02,252141.7386,252141.7386
2021/5/28,372,376.6,304,319.8,386903.2378,386903.2378
2021/5/27,414.54,415.07,364.47,371.9,316297.0337,316297.0337
2021/5/26,370.3,418,357.29,414.57,402571.4835,402571.4835
2021/5/25,387.37,404.93,321.64,370.66,414097.3471,414097.3471
2021/5/24,293.08,397.67,286.39,387.06,603161.2079,603161.2079
2021/5/23,334.85,350.68,208.09,293.31,777740.8903,777740.8903
2021/5/22,372.88,382.78,310,334.87,436067.2922,436067.2922
2021/5/21,466.85,494.42,310,373.29,562543.9343,562543.9343
2021/5/20,413.95,509,351.56,467.22,613938.9288,613938.9288
2021/5/19,628.37,649.86,350,414.36,1181213.452,1181213.452
2021/5/18,572.45,668,562.04,628.75,706129.4983,706129.4983
2021/5/17,527.84,593.89,470,572.26,546539.805,546539.805
2021/5/16,517.2,562.72,477.35,527.88,299952.7342,299952.7342
2021/5/15,594.8,611,508.31,517.89,336189.7337,336189.7337
2021/5/14,508.87,634.32,505.61,594.78,443099.6582,443099.6582
2021/5/13,513.81,621,450,509.33,976961.4174,976961.4174
2021/5/12,457.73,598,455.98,513.81,1027598.079,1027598.079
2021/5/11,433.02,459.34,417.4,457.28,141927.1696,141927.1696
2021/5/10,459.44,482.46,400,433.48,193342.4905,193342.4905
2021/5/9,466.86,469.98,440.64,459.51,108532.9756,108532.9756
2021/5/8,445.33,475.65,440.27,466.9,118733.5978,118733.5978
2021/5/7,452.94,469.64,432.15,445.13,157154.5623,157154.5623
2021/5/6,480.79,482.31,440,452.93,196776.2338,196776.2338
2021/5/5,448.03,485,439.43,480.4,219568.8268,219568.8268
2021/5/4,518.62,519.95,442.14,448.1,374734.9299,374734.9299
2021/5/3,482.41,535,481.04,518.22,280956.009,280956.009
2021/5/2,504.6,510,470.6,482.41,212962.0213,212962.0213
2021/5/1,444.72,512,436.27,504.47,352307.5767,352307.5767
2021/4/30,438.95,462.08,429.07,444.72,234640.0539,234640.0539
2021/4/29,460.99,463.23,423.77,438.96,244980.1299,244980.1299
2021/4/28,440.86,486.712,423.01,460.88,427915.3354,427915.3354
2021/4/27,405.21,453.01,394.06,440.7,318605.4765,318605.4765
2021/4/26,348.98,409.11,345.43,405.65,321545.8688,321545.8688
2021/4/25,317.332,353.791,314.753,348.53,145310.1746,145310.1746
2021/4/24,343.816,344.442,314.137,317.331,147934.681,147934.681
2021/4/23,359.821,372.271,308.12,343.386,418595.218,418595.218
2021/4/22,351.431,415.134,343.062,359.709,435741.361,435741.361
2021/4/21,360.699,384.701,341.447,351.431,214484.792,214484.792
2021/4/20,344.602,371.357,309.05,360.449,256030.587,256030.587
2021/4/19,381.3,398.329,340.546,344.142,232671.519,232671.519
2021/4/18,425.001,428.775,280.727,381.498,467760.757,467760.757
2021/4/17,441.318,462.176,418.262,425,144154.816,144154.816
2021/4/16,466.076,470.073,418.529,440.784,281327.687,281327.687
2021/4/15,428.474,489,422.3,466.076,427683.291,427683.291
2021/4/14,398.953,431.1,386.888,428.517,285814.239,285814.239
2021/4/13,397.502,420.918,384.383,399.074,286982.217,286982.217
2021/4/12,372.231,418.05,365,397.564,394741.454,394741.454
2021/4/11,367.331,375,360.283,372.026,80279.6,80279.6
2021/4/10,358.999,375.626,356.087,367.295,125065.961,125065.961
2021/4/9,371.046,374.22,356.604,358.863,78595.935,78595.935
2021/4/8,348.672,371.566,346.4,371.027,122396.096,122396.096
2021/4/7,383.293,387.129,340.207,349.203,184615.22,184615.22
2021/4/6,398.399,415.129,379.303,382.99,177327.111,177327.111
2021/4/5,403.499,408.171,383.364,398.085,107399.952,107399.952
2021/4/4,379.598,411.664,372,403.4,110604.904,110604.904
2021/4/3,420,425.5,376.314,379.622,137624.375,137624.375
2021/4/2,382.249,422.312,377.353,420.082,191826.844,191826.844
2021/4/1,382.567,393.5,370.851,382.216,151457.542,151457.542
2021/3/31,377.305,395,357.401,382.567,196426.494,196426.494
2021/3/30,360.694,383.599,353,377.328,143158.504,143158.504
2021/3/29,348.036,367.819,344.39,360.827,122881.971,122881.971
2021/3/28,351.315,356.83,332.06,347.721,90141.867,90141.867
2021/3/27,358.682,361.975,339.408,351.319,77996.413,77996.413
2021/3/26,325.634,360.586,325.236,358.428,119722.201,119722.201
2021/3/25,308.394,333.168,298,325.223,158041.746,158041.746
2021/3/24,330.299,348.802,296.225,308.019,120517.599,120517.599
2021/3/23,336.195,345.337,325.924,330.489,100615.916,100615.916
2021/3/22,367.597,373.72,331.948,336.335,92905.149,92905.149
2021/3/21,370.171,375.823,359.432,367.339,63351.065,63351.065
2021/3/20,368.826,396.2,367.375,370.171,95874.823,95874.823
2021/3/19,362.991,380,353.339,368.861,100318.817,100318.817
2021/3/18,382.899,384.72,360.822,363.133,91231.72,91231.72
2021/3/17,370.674,384.319,358,382.9,118430.404,118430.404
2021/3/16,367.592,377.999,350.194,370.666,119804.404,119804.404
2021/3/15,380.009,389.904,353.791,367.592,150620.018,150620.018
2021/3/14,413.948,418.427,376.866,380.669,169324.948,169324.948
2021/3/13,373.694,428,359.674,413.759,233935.375,233935.375
2021/3/12,405.142,408,360,373.763,209409.999,209409.999
2021/3/11,406.252,416,387.428,404.846,169000.497,169000.497
2021/3/10,444.059,459,399.042,406.848,235481.224,235481.224
2021/3/9,437.212,450,416.833,444.088,201434.136,201434.136
2021/3/8,415.033,437.315,391.799,437.282,284970.59,284970.59
2021/3/7,387.935,419.96,384.012,414.89,289459.799,289459.799
2021/3/6,366.658,391.181,351.664,387.934,99771.411,99771.411
2021/3/5,374.251,377.275,339.99,367.005,153319.431,153319.431
2021/3/4,395.502,410.998,365.691,373.733,178117.315,178117.315
2021/3/3,390.444,419,383.734,395.501,170228.244,170228.244
2021/3/2,385.545,417.791,376.122,390.946,310310.832,310310.832
2021/3/1,353.791,389.255,350.134,385.952,292520.864,292520.864
2021/2/28,332.808,365.98,300.14,354.155,256054.901,256054.901
2021/2/27,323.182,349.998,322.787,332.824,168185.168,168185.168
2021/2/26,339.299,353.668,302.549,323.268,240591.262,240591.262
2021/2/25,367.086,388.688,334.36,338.563,187331.603,187331.603
2021/2/24,364.031,406,341.527,367.503,318085.953,318085.953
2021/2/23,400.35,404.052,284.627,364.258,585503.053,585503.053
2021/2/22,436.986,448.611,347.907,400,395236.164,395236.164
2021/2/21,441.055,454.824,424.006,436.965,220938.515,220938.515
2021/2/20,419.588,498,405.6,441.108,633739.333,633739.333
2021/2/19,441.258,452.03,405.213,419.604,279827.887,279827.887
2021/2/18,451.835,480,434.411,441.503,216935.092,216935.092
2021/2/17,432.241,469,400,451.333,273023.564,273023.564
2021/2/16,455.766,478.875,421.179,432.364,247618.869,247618.869
2021/2/15,468.43,497,380,455.666,350475.311,350475.311
2021/2/14,494.387,509.298,460.28,468.525,137670.976,137670.976
2021/2/13,528.326,543.619,484.685,494.732,182381.464,182381.464
2021/2/12,517.6,544.152,499.003,528.325,177878.285,177878.285
2021/2/11,523.34,541.827,507.434,517.189,163767.731,163767.731
2021/2/10,488.28,581.667,488,523.497,428773.253,428773.253
2021/2/9,488.825,510.649,471,488.218,253535.259,253535.259
2021/2/8,473.125,531.01,462.191,489.294,387242.332,387242.332
2021/2/7,473.889,482.13,392.5,472.907,352083.247,352083.247
2021/2/6,505.634,510.123,432.438,473.936,428312.322,428312.322
2021/2/5,466.582,542.543,464.84,505.376,436865.872,436865.872
2021/2/4,384.217,520.182,384.217,466.582,1031523.191,1031523.191
2021/2/3,302.995,388.5,300.49,384.499,348001.699,348001.699
2021/2/2,295.281,307,285.665,302.987,197749.284,197749.284
2021/2/1,299.975,307.366,283.607,294.954,202277.083,202277.083
2021/1/31,315.124,319,290,299.601,186022.768,186022.768
2021/1/30,288.006,323.703,282,314.791,282329.498,282329.498
2021/1/29,297.554,308.373,271.274,287.8,359239.9,359239.9
2021/1/28,286.208,308.899,275,297.209,364117.93,364117.93
2021/1/27,277.653,298.576,255,286,526131.381,526131.381
2021/1/26,247.506,287.998,240.29,277.661,464004.531,464004.531
2021/1/25,264.526,283,238,247.647,502590.092,502590.092
2021/1/24,213.373,288.9,212.194,264.401,705578.744,705578.744
2021/1/23,189.597,220,185.548,213.304,290322.734,290322.734
2021/1/22,160.29,199.318,147.27,189.592,333628.877,333628.877
2021/1/21,196.787,199.285,155.21,160.321,455338.747,455338.747
2021/1/20,185.882,199.229,171.346,196.733,277923.436,277923.436
2021/1/19,200.054,209.98,183.9,186.079,290743.124,290743.124
2021/1/18,186.253,200.696,180.5,200.054,228058.112,228058.112
2021/1/17,181.326,198.927,174.181,186.323,348083.533,348083.533
2021/1/16,166.415,203.498,166.35,181.417,571037.751,571037.751
2021/1/15,147.695,169.599,139.5,166.513,355799.391,355799.391
2021/1/14,146.818,154.944,139.141,147.53,250449.03,250449.03
2021/1/13,127.661,147.928,119.838,146.811,426638.76,426638.76
2021/1/12,114.283,135.754,109.1,127.765,476089.841,476089.841
2021/1/11,126.9,127.287,94.02,114.212,571591.062,571591.062
2021/1/10,117.611,135.99,111.43,127.007,470126.599,470126.599
2021/1/9,110.721,119.219,105.918,117.479,230440.996,230440.996
2021/1/8,114.999,119.37,100,110.481,302116.471,302116.471
2021/1/7,115.309,129,107.89,114.823,409727.426,409727.426
2021/1/6,119.686,120.5,107.752,115.191,303818.954,303818.954
2021/1/5,114.231,123.962,98.41,119.689,517557.043,517557.043
2021/1/4,93.789,115.522,86.01,114.271,658257.708,658257.708
2021/1/3,85.754,95,81.291,93.778,290702.541,290702.541
2021/1/2,90.827,91.99,82.473,85.768,199756.529,199756.529
2021/1/1,88.35,90.832,84.645,90.711,193634.035,193634.035
2020/12/31,81,88.587,78.25,88.48,199212.074,199212.074
2020/12/30,78.122,86,77.134,81,219116.313,219116.313
2020/12/29,81.8,82.999,75,78.136,144129.278,144129.278
2020/12/28,76.762,85.987,76.007,81.833,211680.819,211680.819
2020/12/27,75.066,82.052,72.649,76.751,239273.934,239273.934
2020/12/26,79.77,79.95,73.778,75.055,145347.577,145347.577
2020/12/25,80.664,81.9,75.845,79.658,133486.946,133486.946
2020/12/24,75.771,80.692,71.101,80.665,246810.94,246810.94
2020/12/23,84.321,84.498,63.021,75.718,290937.503,290937.503
2020/12/22,80.846,86.85,75.66,84.33,196557.306,196557.306
2020/12/21,85.574,87.791,77.465,80.757,216921.794,216921.794
2020/12/20,88.931,90.014,83.738,85.629,303379.643,303379.643
2020/12/19,90.371,96.329,88,88.983,358830.652,358830.652
2020/12/18,84.99,90.5,81.743,90.424,201038.938,201038.938
2020/12/17,87.488,90,82.8,85.034,352813.409,352813.409
2020/12/16,87.124,89.813,80.1,87.542,421722.347,421722.347
2020/12/15,86.417,88.945,84.24,87.068,276144.376,276144.376
2020/12/14,83.933,91.78,79.584,86.295,374587.776,374587.776
2020/12/13,77.771,85,76.595,83.929,257884.945,257884.945
2020/12/12,74.674,80.279,74.57,77.838,220629.477,220629.477
2020/12/11,76.532,80.053,70.564,74.646,361608.813,361608.813
2020/12/10,82.577,83.046,75.7,76.324,256332.506,256332.506
2020/12/9,80.047,86.14,74.634,82.57,389196.455,389196.455
2020/12/8,90.75,91.257,77.732,80.068,453341.44,453341.44
2020/12/7,87.905,95,86.635,90.688,305654.067,305654.067
2020/12/6,92.714,92.99,84.6,87.838,213076.066,213076.066
2020/12/5,80.803,92.888,79.332,92.714,299675.807,299675.807
2020/12/4,91.538,94,79.2,80.679,360257.707,360257.707
2020/12/3,86.654,94.875,82.961,91.558,402175.915,402175.915
2020/12/2,74.355,90.89,71.601,86.647,570704.936,570704.936
2020/12/1,76.027,79,69.2,74.3,336342.681,336342.681
2020/11/30,68.954,79.939,68.936,76,474161.163,474161.163
2020/11/29,63.924,69.8,61.805,68.886,209866.303,209866.303
2020/11/28,60.804,66.426,58.776,63.944,177631.843,177631.843
2020/11/27,64.333,69.16,56.22,60.802,351791.304,351791.304
2020/11/26,61.658,65.22,50,64.211,665069.421,665069.421
2020/11/25,66.783,67.588,59.091,61.724,233074.563,233074.563
2020/11/24,72.398,75.5,66.058,66.782,313765.237,313765.237
2020/11/23,68.762,74,65.47,72.323,319425.103,319425.103
2020/11/22,70.488,74.918,62.929,68.811,361693.248,361693.248
2020/11/21,74.968,77.199,67.678,70.487,380532.672,380532.672
2020/11/20,76.381,82.48,74.36,74.945,348080.239,348080.239
2020/11/19,75.187,81.445,70.27,76.28,447059.089,447059.089
2020/11/18,79.262,79.999,67.02,75.15,434314.725,434314.725
2020/11/17,72.958,80,68.515,79.263,470703.668,470703.668
2020/11/16,64.251,74.5,60.903,72.975,451995.496,451995.496
2020/11/15,66.855,71.414,58.766,64.256,492772.891,492772.891
2020/11/14,63.456,68.874,57.794,66.83,451967.266,451967.266
2020/11/13,51.759,66.888,51.045,63.456,676038.281,676038.281
2020/11/12,54.521,60,50.4,51.794,441454.103,441454.103
2020/11/11,67.066,69.26,53.295,54.437,673820.577,673820.577
2020/11/10,55.191,70.825,52.822,66.988,555485.003,555485.003
2020/11/9,53.95,59.094,49.45,55.113,563452.114,563452.114
2020/11/8,44.426,54.9,42.606,53.931,361623.58,361623.58
2020/11/7,38.555,51.9,38.341,44.529,489983.21,489983.21
2020/11/6,30.997,41,30.843,38.65,375996.381,375996.381
2020/11/5,27.752,33,25.939,30.995,222270.509,222270.509
2020/11/4,28.142,28.444,26.065,27.686,81620.589,81620.589
2020/11/3,29.723,30.075,27.424,28.122,84414.77,84414.77
2020/11/2,30.703,34.485,29.13,29.724,179642.325,179642.325
2020/11/1,29.737,31.124,28.2,30.757,83150.52,83150.52
2020/10/31,31.087,32.938,29.515,29.7,113411.559,113411.559
2020/10/30,29.178,32,27.73,31.087,180251.719,180251.719
2020/10/29,32.427,33.23,28.124,29.244,175965.908,175965.908
2020/10/28,34.935,35.67,32,32.422,144227.574,144227.574
2020/10/27,35.968,39.001,34.373,34.869,178571.486,178571.486
2020/10/26,37.893,39.192,34.855,35.95,95472.309,95472.309
2020/10/25,39.438,41,37.2,37.895,74622.933,74622.933
2020/10/24,41.681,42.63,38.502,39.437,102431.608,102431.608
2020/10/23,37.911,42.658,36.998,41.681,190627.951,190627.951
2020/10/22,35.033,40.379,33.266,37.836,154369.978,154369.978
2020/10/21,32.186,37.145,32,35.073,145648.768,145648.768
2020/10/20,36,36.403,32,32.16,202653.504,202653.504
2020/10/19,40.82,41,35.912,35.98,86475.936,86475.936
2020/10/18,41.359,41.425,39.428,40.75,30917.953,30917.953
2020/10/17,39.371,43.235,38.206,41.365,41971.143,41971.143
2020/10/16,43.017,43.8,39.092,39.461,90836.412,90836.412
2020/10/15,51.43,59,42.747,42.999,98648.87,98648.87
